,Planet Name,Detection Method,Orbital Period,Orbit Semi-Major Axis,Planet Radius,Planet Mass,Insolation Flux,Stellar Effective Temperature,Stellar Radius,RA [degree],Dec [degree],Habitable Zone Flag,Planet Classification
3221,Kepler-480 b,Transit,4.9195838,0.0605,2.78,8.15,764.08,6322.0,1.34,294.4639165,49.7650473,FALSE,sub-Neptunes
3222,Kepler-481 b,Transit,10.06082567,0.0894,2.5,6.8,183.84,5802.0,1.09,291.9069862,49.262076,FALSE,sub-Neptunes
3223,Kepler-482 b,Transit,56.35418576,0.2537,2.36,6.17,4.44,4871.0,0.72,296.8229326,48.1077628,FALSE,sub-Neptunes
3224,Kepler-483 b,Transit,30.229104,0.2072,3.21,10.4,61.49,6346.0,1.47,291.6467764,41.8846843,FALSE,sub-Neptunes
3225,Kepler-484 b,Transit,10.04556931,0.0896,2.28,5.82,90.63,5668.0,0.87,284.3942844,46.2491109,FALSE,sub-Neptunes
3226,Kepler-485 b,Transit,3.2432598,0.0433,14.41,35500.0,622.01,5958.0,1.09,294.9963415,50.4700458,FALSE,
3227,Kepler-486 b,Transit,30.36044667,0.1725,11.0,84.2,10.42,4926.0,0.75,284.8799791,49.2670195,FALSE,Jovians
3228,Kepler-487 b,Transit,15.3587684,0.1157,11.42,,51.49,5444.0,0.88,295.2872318,41.2220033,FALSE,Jovians
3229,Kepler-487 c,Transit,38.6519976,0.2141,2.68,7.65,15.04,5444.0,0.88,295.2872318,41.2220033,FALSE,sub-Neptunes
3230,Kepler-488 b,Transit,3.12082923,0.0428,15.79,39400.0,778.51,5970.0,1.09,282.9662152,48.3450555,FALSE,
3231,Kepler-489 b,Transit,17.27629612,0.1209,7.72,46.1,20.62,5014.0,0.76,290.8332412,38.1841851,FALSE,Jovians
3232,Kepler-49 b,Transit,7.2037945,0.05929,2.72,311.46,21.48,3974.0,0.53,292.2945208,40.5918123,FALSE,sub-Neptunes
3233,Kepler-49 c,Transit,10.9129343,0.07821,2.55,228.83,12.34,3974.0,0.53,292.2945208,40.5918123,FALSE,sub-Neptunes
3234,Kepler-49 d,Transit,2.576549,0.031,1.6,3.19,64.39,4252.0,0.56,292.2945208,40.5918123,FALSE,Super Earths
3235,Kepler-49 e,Transit,18.596108,0.116,1.56,3.05,6.06,4252.0,0.56,292.2945208,40.5918123,FALSE,Super Earths
3236,Kepler-490 b,Transit,3.26869515,0.0453,11.65,,1059.52,6045.0,1.12,295.025662,46.9559536,FALSE,Jovians
3237,Kepler-491 b,Transit,4.22538451,0.0516,8.92,59.0,312.51,5582.0,1.03,287.1305782,42.3501533,FALSE,Jovians
3238,Kepler-492 b,Transit,11.72012266,0.0935,9.59,66.7,54.44,5527.0,0.91,295.4967099,42.5379323,FALSE,Jovians
3239,Kepler-493 b,Transit,3.00387658,0.0439,15.13,37500.0,1414.33,6457.0,1.54,295.3075252,38.8815716,FALSE,
3240,Kepler-494 b,Transit,8.02511821,0.0804,7.14,40.4,79.04,6007.0,1.26,297.2140408,41.6640071,FALSE,Jovians
3241,Kepler-495 b,Transit,3.41303622,0.0427,5.23,23.8,310.02,5346.0,0.83,285.9307362,39.0981201,FALSE,sub-Jovians
3242,Kepler-496 b,Transit,8.30864937,0.0747,2.32,5.99,62.93,5293.0,0.82,291.6408978,41.2411044,FALSE,sub-Neptunes
3243,Kepler-497 b,Transit,3.57320367,0.0457,6.04,30.4,1129.27,5834.0,1.11,290.7659557,38.9279468,FALSE,Jovians
3244,Kepler-498 b,Transit,9.61375356,0.0897,3.03,9.43,202.78,5744.0,0.96,290.3581592,44.5187225,FALSE,sub-Neptunes
3245,Kepler-499 b,Transit,5.63252845,0.0598,2.17,5.35,148.46,5312.0,0.83,295.1099549,43.9151012,FALSE,sub-Neptunes
3246,Kepler-5 b,Transit,3.5484657,0.0538,15.984,670.93913,1822.76,6297.0,1.79,299.4070341,44.0350387,FALSE,
3247,Kepler-50 b,Transit,7.81254,0.077,1.71,3.57,494.7,6225.0,1.58,288.1009312,50.0336844,FALSE,Super Earths
3248,Kepler-50 c,Transit,9.37647,0.087,2.17,5.35,388.44,6225.0,1.58,288.1009312,50.0336844,FALSE,sub-Neptunes
3249,Kepler-500 b,Transit,8.5083244,0.0806,2.58,7.18,193.68,5813.0,1.03,295.9513472,43.8519884,FALSE,sub-Neptunes
3250,Kepler-501 b,Transit,5.64067757,0.0627,4.3,17.1,324.86,5904.0,1.04,297.2014919,41.7301534,FALSE,sub-Jovians
3251,Kepler-502 b,Transit,4.28686431,0.0535,4.77,20.4,859.51,6125.0,1.22,291.080133,43.8601911,FALSE,sub-Jovians
3252,Kepler-504 b,Transit,9.54927542,0.0646,1.59,3.15,5.99,3519.0,0.33,284.9219608,45.9723265,FALSE,Super Earths
3253,Kepler-505 b,Transit,27.52197994,0.1445,2.6,7.27,3.64,3931.0,0.53,287.857953,42.5426758,FALSE,sub-Neptunes
3254,Kepler-506 b,Transit,6.8834055,0.075,2.73,7.9,330.55,6236.0,1.19,284.6351885,40.7198296,FALSE,sub-Neptunes
3255,Kepler-507 b,Transit,3.56809693,0.0473,1.3,2.24,877.33,6113.0,1.32,297.0188074,50.409046,FALSE,Super Earths
3256,Kepler-508 b,Transit,25.30889748,0.1763,1.64,3.33,60.37,6025.0,1.25,295.4042546,42.9812789,FALSE,Super Earths
3257,Kepler-509 b,Transit,41.74600392,0.2384,2.49,6.76,28.48,6060.0,1.2,289.664394,48.706165,FALSE,sub-Neptunes
3258,Kepler-51 b,Transit,45.154,0.2514,7.1,2.1,10.12,6018.0,0.94,296.4797624,49.9376486,FALSE,Jovians
3259,Kepler-51 c,Transit,85.312,0.384,9.0,4.0,4.33,6018.0,0.94,296.4797624,49.9376486,FALSE,Jovians
3260,Kepler-51 d,Transit,130.194,0.509,9.7,7.6,2.47,6018.0,0.94,296.4797624,49.9376486,FALSE,Jovians
3261,Kepler-510 b,Transit,19.55659418,0.134,2.47,6.66,114.39,5746.0,1.41,287.6550196,39.2441716,FALSE,sub-Neptunes
3262,Kepler-511 b,Transit,296.637865,0.8589,6.35,33.1,4.21,5770.0,1.2,282.9455384,47.5749181,FALSE,Jovians
3263,Kepler-512 b,Transit,34.43587975,0.2194,2.69,7.7,32.33,5997.0,1.3,298.2689217,48.9167391,FALSE,sub-Neptunes
3264,Kepler-513 b,Transit,28.86235584,0.1789,2.2,5.48,36.53,5849.0,1.06,285.0416235,50.0753913,FALSE,sub-Neptunes
3265,Kepler-514 b,Transit,5.65179605,0.0676,1.72,3.61,506.41,6106.0,1.44,286.2471739,50.2423694,FALSE,Super Earths
3266,Kepler-515 b,Transit,19.96371318,0.1333,1.46,2.73,47.97,5293.0,0.83,290.493913,52.055611,FALSE,Super Earths
3267,Kepler-516 b,Transit,24.85462415,0.1992,5.74,27.9,174.58,7099.0,2.02,295.6087625,38.7357368,FALSE,sub-Jovians
3268,Kepler-517 b,Transit,60.92832271,0.2897,2.67,7.61,10.55,5690.0,0.98,293.6755138,41.2952061,FALSE,sub-Neptunes
3269,Kepler-518 b,Transit,8.51203588,0.081,2.11,5.1,133.32,5842.0,0.88,287.090019,41.3737576,FALSE,sub-Neptunes
3270,Kepler-519 b,Transit,24.3078946,0.1594,2.1,5.06,19.87,5260.0,0.8,299.3196708,41.3847447,FALSE,sub-Neptunes
3271,Kepler-52 b,Transit,7.8773565,0.0637,2.1,2765.0,22.72,4075.0,0.52,286.7380152,49.9757383,FALSE,sub-Neptunes
3272,Kepler-52 c,Transit,16.3850021,0.10379,1.84,3308.41,8.55,4075.0,0.52,286.7380152,49.9757383,FALSE,sub-Neptunes
3273,Kepler-52 d,Transit,36.445171,0.182,1.95,4.46,2.94,4263.0,0.56,286.7380152,49.9757383,FALSE,sub-Neptunes
3274,Kepler-520 b,Transit,19.67416124,0.144,1.66,3.39,59.77,6112.0,1.09,293.1802903,41.6177408,FALSE,Super Earths
3275,Kepler-520 c,Transit,5.21104261,0.0594,1.07,1.24,351.69,6112.0,1.09,293.1802903,41.6177408,FALSE,Super Earths
3276,Kepler-521 b,Transit,22.20813214,0.1699,3.18,10.2,160.61,6406.0,1.46,298.8163801,43.9980203,FALSE,sub-Neptunes
3277,Kepler-522 b,Transit,38.58422849,0.2551,6.91,38.2,63.85,6392.0,1.98,288.153973,44.0688154,FALSE,Jovians
3278,Kepler-523 b,Transit,5.83598311,0.0606,1.96,4.5,149.13,5515.0,0.86,284.0611224,45.5068127,FALSE,sub-Neptunes
3279,Kepler-524 b,Transit,7.97419807,0.0791,1.91,4.31,434.24,6014.0,1.1,296.8591787,49.1620125,FALSE,sub-Neptunes
3280,Kepler-524 c,Transit,1.88897906,0.0303,0.96,0.84,2959.34,6014.0,1.1,296.8591787,49.1620125,FALSE,Rocky
3281,Kepler-525 b,Transit,18.68404933,0.1396,2.63,7.41,176.23,5573.0,1.15,296.1834239,47.3587776,FALSE,sub-Neptunes
3282,Kepler-526 b,Transit,5.45849832,0.064,1.99,4.62,584.35,5894.0,1.14,297.6509281,47.3962246,FALSE,sub-Neptunes
3283,Kepler-527 b,Transit,13.28535633,0.1179,2.84,8.45,147.05,6388.0,1.45,290.957913,47.4062673,FALSE,sub-Neptunes
3284,Kepler-528 b,Transit,19.78297415,0.1409,2.08,4.98,68.97,5807.0,1.06,295.6848595,47.7480914,FALSE,sub-Neptunes
3285,Kepler-529 b,Transit,1.98035766,0.0309,1.86,4.12,1808.41,6087.0,1.14,285.8884067,47.880364,FALSE,sub-Neptunes
3286,Kepler-529 c,Transit,12.8345022,0.1075,2.0,4.66,149.42,6087.0,1.14,285.8884067,47.880364,FALSE,sub-Neptunes
3287,Kepler-53 b,Transit,18.6489525,0.139,2.89,5851.0,61.0,5858.0,0.89,290.4617926,40.5624966,FALSE,sub-Neptunes
3288,Kepler-53 c,Transit,38.5583038,0.2255,3.17,5002.43,23.18,5858.0,0.89,290.4617926,40.5624966,FALSE,sub-Neptunes
3289,Kepler-53 d,Transit,9.751962,0.091,2.12,5.14,144.85,6085.0,0.96,290.4617926,40.5624966,FALSE,sub-Neptunes
3290,Kepler-530 b,Transit,39.30941904,0.2212,3.01,9.32,14.24,5697.0,0.89,283.3402948,48.549062,FALSE,sub-Neptunes
3291,Kepler-531 b,Transit,29.88485741,0.1694,2.78,8.15,10.01,4893.0,0.75,286.5246582,48.6835481,FALSE,sub-Neptunes
3292,Kepler-532 b,Transit,12.92491623,0.1012,2.57,7.13,34.09,5192.0,0.79,298.6609094,48.6063022,FALSE,sub-Neptunes
3293,Kepler-533 b,Transit,28.51120525,0.165,3.38,11.4,8.77,4758.0,0.72,293.6856893,48.8249915,FALSE,sub-Neptunes
3294,Kepler-534 b,Transit,15.95994513,0.1272,2.24,5.65,63.95,5884.0,0.98,296.4185696,49.540148,FALSE,sub-Neptunes
3295,Kepler-535 b,Transit,4.90332155,0.0594,2.36,6.17,601.89,6123.0,1.27,296.5666587,49.6961742,FALSE,sub-Neptunes
3296,Kepler-536 b,Transit,1.8270823,0.0276,3.1,9.8,892.81,5524.0,0.89,297.7363605,49.637101,FALSE,sub-Neptunes
3297,Kepler-537 b,Transit,3.24755522,0.0442,1.41,2.57,442.52,5763.0,0.99,289.8805804,51.2769907,FALSE,Super Earths
3298,Kepler-538 b,Transit,81.73778,0.4669,2.215,10.6,2.99,5547.0,0.87,297.4865503,49.6233975,FALSE,sub-Neptunes
3299,Kepler-539 b,Transit,125.63243,0.4988,8.373,308.2951,3.68,5820.0,0.95,299.1224639,41.8667953,FALSE,Jovians
3300,Kepler-539 c,Transit Timing Variations,1000.0,2.42,13.3,762.792,,5820.0,0.95,299.1224639,41.8667953,FALSE,Jovians
3301,Kepler-54 b,Transit,8.0109434,0.0619,2.1,292.39,12.36,3705.0,0.5,294.7739245,43.0561976,FALSE,sub-Neptunes
3302,Kepler-54 c,Transit,12.0717249,0.0809,1.23,117.59,3.07,3705.0,0.5,294.7739245,43.0561976,FALSE,Super Earths
3303,Kepler-54 d,Transit,20.995694,0.126,1.53,2.96,3.42,4252.0,0.55,294.7739245,43.0561976,FALSE,Super Earths
3304,Kepler-540 b,Transit,172.7049784,0.5886,2.71,7.8,4.53,5946.0,1.08,290.6249953,44.8737757,FALSE,sub-Neptunes
3305,Kepler-541 b,Transit,5.08005848,0.0641,3.36,11.2,1452.9,6166.0,2.06,294.1496529,38.458207,FALSE,sub-Neptunes
3306,Kepler-542 b,Transit,13.14497566,0.1038,1.57,3.09,61.57,5526.0,0.9,292.2149697,38.5485469,FALSE,Super Earths
3307,Kepler-543 b,Transit,13.89961966,0.098,2.5,6.8,23.08,4671.0,0.67,287.2187273,38.8625366,FALSE,sub-Neptunes
3308,Kepler-544 b,Transit,21.41616926,0.1553,2.12,5.14,126.03,6206.0,1.22,294.0290734,39.0517893,FALSE,sub-Neptunes
3309,Kepler-545 b,Transit,13.24934059,0.1087,2.69,7.7,101.14,5882.0,1.07,290.5663221,40.6920756,FALSE,sub-Neptunes
3310,Kepler-546 b,Transit,4.14702026,0.0502,7.0,39.1,690.13,5967.0,1.15,283.257573,40.9904095,FALSE,Jovians
3311,Kepler-547 b,Transit,6.01038429,0.058,4.0,15.1,87.71,4828.0,0.73,286.1185888,44.3452063,FALSE,sub-Jovians
3312,Kepler-548 b,Transit,4.45419434,0.0495,11.99,,237.03,5535.0,0.9,299.9059167,45.4396103,FALSE,Jovians
3313,Kepler-549 b,Transit,42.9495649,0.2283,2.57,11.0,9.55,5360.0,0.84,283.0228527,47.2611431,FALSE,sub-Neptunes
3314,Kepler-549 c,Transit,117.040498,0.4453,2.93,8.91,2.51,5360.0,0.84,283.0228527,47.2611431,FALSE,sub-Neptunes
3315,Kepler-55 b,Transit,27.9481449,0.1593,2.43,473.55,6.64,4362.0,0.58,285.1683291,44.0264898,FALSE,sub-Neptunes
3316,Kepler-55 c,Transit,42.1516418,0.2095,2.21,352.78,3.84,4362.0,0.58,285.1683291,44.0264898,FALSE,sub-Neptunes
3317,Kepler-55 d,Transit,2.211099,0.029,1.59,3.15,195.0,4503.0,0.62,285.1683291,44.0264898,FALSE,Super Earths
3318,Kepler-55 e,Transit,4.617534,0.048,1.55,3.02,73.16,4503.0,0.62,285.1683291,44.0264898,FALSE,Super Earths
3319,Kepler-55 f,Transit,10.198545,0.081,1.59,3.15,25.44,4503.0,0.62,285.1683291,44.0264898,FALSE,Super Earths
3320,Kepler-550 b,Transit,8.60010411,0.0747,4.42,17.9,77.26,5322.0,0.83,297.7001786,47.8637046,FALSE,sub-Jovians
3321,Kepler-551 b,Transit,12.3764661,0.0893,2.73,7.9,14.39,4286.0,0.63,285.485045,48.0543774,FALSE,sub-Neptunes
3322,Kepler-552 b,Transit,5.26341577,0.0612,3.95,14.8,358.99,5863.0,1.04,290.7476903,48.2419838,FALSE,sub-Jovians
3323,Kepler-553 b,Transit,4.03046804,0.0484,4.63,19.4,210.01,5266.0,0.85,298.5508922,48.3325405,FALSE,sub-Jovians
3324,Kepler-553 c,Transit,328.2399546,0.9084,11.2,,0.6,5266.0,0.85,298.5508922,48.3325405,TRUE,Jovians
3325,Kepler-554 b,Transit,1.90220856,0.0293,4.29,17.0,877.95,5447.0,0.92,296.4068982,51.3581938,FALSE,sub-Jovians
3326,Kepler-555 b,Transit,16.21775407,0.1201,2.83,8.4,129.37,5894.0,1.04,285.516872,38.9324587,FALSE,sub-Neptunes
3327,Kepler-556 b,Transit,11.72292176,0.0973,2.24,5.65,81.64,5740.0,0.98,290.5294799,38.9427306,FALSE,sub-Neptunes
3328,Kepler-557 b,Transit,3.70598955,0.0469,2.67,7.61,2885.66,6068.0,1.16,293.7084179,41.6151084,FALSE,sub-Neptunes
3329,Kepler-558 b,Transit,29.00790538,0.1759,2.37,6.21,15.23,5242.0,0.81,284.6579709,42.6526751,FALSE,sub-Neptunes
3330,Kepler-559 b,Transit,17.58752333,0.1277,3.61,12.7,42.54,5630.0,0.95,296.6368878,43.8027948,FALSE,sub-Jovians
3331,Kepler-56 b,Transit,10.5016,0.1028,6.51,22.1,819.25,4840.0,4.23,293.7583002,41.871807,FALSE,Jovians
3332,Kepler-56 c,Transit,21.40239,0.1652,9.8,181.0,317.21,4840.0,4.23,293.7583002,41.871807,FALSE,Jovians
3333,Kepler-56 d,Radial Velocity,1002.0,2.16,12.8,1784.0,,4819.44,4.22,293.7583002,41.871807,FALSE,Jovians
3334,Kepler-560 b,Transit,18.47764449,0.0899,1.72,3.61,2.46,3556.0,0.33,300.2066441,45.0182402,FALSE,Super Earths
3335,Kepler-561 b,Transit,58.3620495,0.2918,6.96,38.7,7.57,5646.0,0.94,293.7471107,45.1071981,FALSE,Jovians
3336,Kepler-561 c,Transit,5.35016198,0.0593,2.68,7.65,183.17,5646.0,0.94,293.7471107,45.1071981,FALSE,sub-Neptunes
3337,Kepler-562 b,Transit,18.00931444,0.1333,5.21,23.7,67.44,5575.0,0.9,290.1196007,46.2737393,FALSE,sub-Jovians
3338,Kepler-563 b,Transit,22.18432708,0.1418,3.09,9.75,18.74,5066.0,0.77,292.4461832,46.2897548,FALSE,sub-Neptunes
3339,Kepler-564 b,Transit,3.75083228,0.0484,4.63,19.4,389.4,5626.0,0.92,296.8383661,46.6263912,FALSE,sub-Jovians
3340,Kepler-565 b,Transit,4.24374723,0.0501,3.64,12.9,301.46,5735.0,0.95,283.6180825,47.1967793,FALSE,sub-Jovians
3341,Kepler-566 b,Transit,18.42794624,0.1247,2.15,5.27,16.88,5132.0,0.79,291.5544735,47.8144362,FALSE,sub-Neptunes
3342,Kepler-567 b,Transit,16.54297375,0.1229,2.25,5.69,26.14,5148.0,0.79,297.6726072,48.3023458,FALSE,sub-Neptunes
3343,Kepler-568 b,Transit,11.02347475,0.0794,2.26,5.73,8.37,3768.0,0.53,298.1061315,48.4016448,FALSE,sub-Neptunes
3344,Kepler-569 b,Transit,34.18890521,0.1981,3.16,10.1,19.31,5616.0,0.93,283.507219,48.552633,FALSE,sub-Neptunes
3345,Kepler-57 b,Transit,5.7293196,0.06,2.19,5994.02,124.35,5145.0,0.73,293.6413146,44.6570692,FALSE,sub-Neptunes
3346,Kepler-57 c,Transit,11.6092567,0.096,1.55,2208.83,48.57,5145.0,0.73,293.6413146,44.6570692,FALSE,Super Earths
3347,Kepler-570 b,Transit,4.301662,0.0497,2.45,6.57,214.04,5496.0,0.9,290.4376111,48.7918597,FALSE,sub-Neptunes
3348,Kepler-571 b,Transit,4.79859939,0.0546,2.64,7.46,219.04,5527.0,0.9,286.5510448,49.418731,FALSE,sub-Neptunes
3349,Kepler-572 b,Transit,17.20523483,0.1192,2.58,7.18,26.89,5212.0,0.79,291.221172,50.5813487,FALSE,sub-Neptunes
3350,Kepler-573 b,Transit,22.18329658,0.1486,2.79,8.2,46.44,5746.0,1.02,289.5211955,51.2374057,FALSE,sub-Neptunes
3351,Kepler-574 b,Transit,7.65880414,0.0723,2.39,6.3,120.47,5612.0,0.91,290.2470519,52.1491051,FALSE,sub-Neptunes
3352,Kepler-575 b,Transit,9.37891944,0.0788,2.39,6.3,141.99,5710.0,0.95,286.9638856,37.8296147,FALSE,sub-Neptunes
3353,Kepler-576 b,Transit,29.91136794,0.179,3.27,10.7,16.82,5672.0,0.97,295.1828896,38.6542028,FALSE,sub-Neptunes
3354,Kepler-577 b,Transit,25.69578251,0.1348,2.55,7.04,5.69,4984.0,0.73,294.7119855,39.0737317,FALSE,sub-Neptunes
3355,Kepler-578 b,Transit,1.6168837,0.0266,2.0,4.66,496.9,5334.0,0.83,288.7549882,39.563696,FALSE,sub-Neptunes
3356,Kepler-579 b,Transit,9.66857723,0.0854,2.0,4.66,60.61,5636.0,0.96,295.0020771,39.9528613,FALSE,sub-Neptunes
3357,Kepler-58 b,Transit,10.2184954,0.0927,2.78,441.77,112.99,5843.0,1.03,296.3586251,39.1152033,FALSE,sub-Neptunes
3358,Kepler-58 c,Transit,15.5741568,0.1228,2.86,696.02,64.39,5843.0,1.03,296.3586251,39.1152033,FALSE,sub-Neptunes
3359,Kepler-58 d,Transit,40.101371,0.236,2.94,8.96,18.24,6099.0,1.13,296.3586251,39.1152033,FALSE,sub-Neptunes
3360,Kepler-580 b,Transit,8.22241966,0.0683,2.57,7.13,24.06,4298.0,0.64,283.4997537,40.5528053,FALSE,sub-Neptunes
3361,Kepler-581 b,Transit,40.6069821,0.2259,2.63,7.41,12.39,5772.0,1.0,295.4326552,40.6481874,FALSE,sub-Neptunes
3362,Kepler-582 b,Transit,18.49235668,0.1254,3.68,13.1,25.06,5564.0,0.91,297.503718,41.0570326,FALSE,sub-Jovians
3363,Kepler-583 b,Transit,6.5100253,0.0689,2.28,5.82,178.7,5523.0,0.91,282.1113206,42.3545514,FALSE,sub-Neptunes
3364,Kepler-584 b,Transit,35.1810304,0.2281,4.21,16.5,76.34,6195.0,1.24,288.230615,42.4136181,FALSE,sub-Jovians
3365,Kepler-585 b,Transit,2.75235975,0.0375,2.83,8.4,489.15,5593.0,0.93,286.5284924,43.8733751,FALSE,sub-Neptunes
3366,Kepler-586 b,Transit,2.10472218,0.0331,2.79,8.2,705.05,5575.0,0.92,293.0571982,45.5511266,FALSE,sub-Neptunes
3367,Kepler-587 b,Transit,10.94027841,0.0952,2.23,5.6,70.97,5549.0,0.89,288.6706571,47.3991249,FALSE,sub-Neptunes
3368,Kepler-588 b,Transit,4.22162536,0.052,2.63,7.41,718.08,5835.0,1.0,284.2572531,47.6889081,FALSE,sub-Neptunes
3369,Kepler-589 b,Transit,16.54964934,0.1196,2.27,5.77,32.14,5296.0,0.83,280.6414331,47.7520581,FALSE,sub-Neptunes
3370,Kepler-59 b,Transit,11.8681707,0.104,1.1,651.52,187.51,6074.0,0.94,287.0394932,46.6401677,FALSE,Super Earths
3371,Kepler-59 c,Transit,17.9801235,0.1372,1.98,435.41,107.74,6074.0,0.94,287.0394932,46.6401677,FALSE,sub-Neptunes
3372,Kepler-590 b,Transit,5.85296257,0.0647,4.02,15.2,782.41,6000.0,1.15,296.3855467,48.2334177,FALSE,sub-Jovians
3373,Kepler-591 b,Transit,81.1694299,0.3554,3.39,11.4,5.62,5677.0,0.94,286.024052,48.431729,FALSE,sub-Neptunes
3374,Kepler-592 b,Transit,2.82019241,0.0397,2.39,6.3,935.83,5913.0,1.04,285.7907395,48.6832431,FALSE,sub-Neptunes
3375,Kepler-593 b,Transit,21.21708973,0.1508,2.87,8.6,61.02,5967.0,1.1,294.9513923,48.6511709,FALSE,sub-Neptunes
3376,Kepler-594 b,Transit,13.64618192,0.1089,2.18,5.39,59.4,5485.0,0.87,288.9217259,49.7620237,FALSE,sub-Neptunes
3377,Kepler-595 b,Transit,25.3029092,0.1582,3.708,17.4,17.38,5138.5,0.82,294.5703593,50.6730147,FALSE,sub-Jovians
3378,Kepler-595 c,Transit,12.38602,0.0983,1.009,3.3,50.23,5138.5,0.82,294.5703593,50.6730147,FALSE,Super Earths
3379,Kepler-596 b,Transit,21.30022655,0.156,3.46,11.8,82.3,6267.0,1.32,289.5006797,51.6857106,FALSE,sub-Neptunes
3380,Kepler-597 b,Transit,13.02365861,0.1056,2.37,6.21,76.38,5683.0,0.95,293.4700919,39.2528182,FALSE,sub-Neptunes
3381,Kepler-598 b,Transit,3.70175428,0.0438,1.5,2.86,265.41,5307.0,0.86,293.1234493,40.9348005,FALSE,Super Earths
3382,Kepler-598 c,Transit,86.4945,0.3576,3.024,9.4,4.29,5245.0,0.9,293.1234493,40.9348005,FALSE,sub-Neptunes
3383,Kepler-599 b,Transit,15.65562652,0.1128,2.84,8.45,24.47,5127.0,0.79,285.9115968,41.0695091,FALSE,sub-Neptunes
3384,Kepler-6 b,Transit,3.2346996,0.04852,14.617,212.31044,792.22,5647.0,1.39,296.8372475,48.2399695,FALSE,
3385,Kepler-60 b,Transit,7.1334,0.0719,1.71,4.19,318.0,5905.0,1.26,288.9612535,42.2650472,FALSE,Super Earths
3386,Kepler-60 c,Transit,8.9187,0.0835,1.9,3.85,236.0,5905.0,1.26,288.9612535,42.2650472,FALSE,sub-Neptunes
3387,Kepler-60 d,Transit,11.8981,0.1012,1.99,4.16,161.0,5905.0,1.26,288.9612535,42.2650472,FALSE,sub-Neptunes
3388,Kepler-600 b,Transit,23.67517607,0.1536,2.9,8.75,20.18,5279.0,0.81,283.8330588,41.9786358,FALSE,sub-Neptunes
3389,Kepler-601 b,Transit,5.37886844,0.056,1.9,4.27,110.62,5160.0,0.79,282.0046852,42.1764657,FALSE,sub-Neptunes
3390,Kepler-602 b,Transit,15.28469497,0.1224,2.09,5.02,128.78,6062.0,1.13,296.0318985,42.1418634,FALSE,sub-Neptunes
3391,Kepler-603 b,Transit,21.05358596,0.1502,2.65,7.51,119.99,5808.0,1.01,294.2809679,42.2909295,FALSE,sub-Neptunes
3392,Kepler-603 c,Transit,127.9075774,0.5001,6.5,34.5,10.82,5808.0,1.01,294.2809679,42.2909295,FALSE,Jovians
3393,Kepler-603 d,Transit,6.2171292,0.0666,1.32,2.3,610.28,5808.0,1.01,294.2809679,42.2909295,FALSE,Super Earths
3394,Kepler-604 b,Transit,25.85501786,0.1735,2.59,7.22,46.98,5890.0,1.03,292.3159795,42.6262429,FALSE,sub-Neptunes
3395,Kepler-605 b,Transit,3.38353807,0.042,1.44,2.67,316.72,5462.0,0.88,287.2954015,43.2798677,FALSE,Super Earths
3396,Kepler-605 c,Transit,2.35895152,0.033,0.86,0.566,513.03,5462.0,0.88,287.2954015,43.2798677,FALSE,Rocky
3397,Kepler-606 b,Transit,24.31575992,0.17,3.31,11.0,71.84,6161.0,1.22,292.42737,44.3812406,FALSE,sub-Neptunes
3398,Kepler-607 b,Transit,0.6381632,0.0135,0.87,0.59,2302.61,5196.0,0.8,291.0571451,44.632306,FALSE,Rocky
3399,Kepler-608 b,Transit,6.41251504,0.0685,3.64,12.9,270.16,5820.0,1.01,293.882901,44.6380717,FALSE,sub-Jovians
3400,Kepler-609 b,Transit,6.52121067,0.0682,3.35,11.2,258.06,5971.0,1.14,292.2203009,44.6999902,FALSE,sub-Neptunes
3401,Kepler-61 b,Transit,59.87756,0.24861,2.15,5.27,1.69,4017.0,0.62,295.3044942,42.4753193,TRUE,sub-Neptunes
3402,Kepler-610 b,Transit,6.99692655,0.0719,4.19,16.3,139.07,5943.0,1.13,293.1713241,45.0655934,FALSE,sub-Jovians
3403,Kepler-610 c,Transit,151.86392,0.5594,3.3,10.9,2.3,5943.0,1.13,293.1713241,45.0655934,FALSE,sub-Neptunes
3404,Kepler-611 b,Transit,2.4370333,0.0351,1.65,3.36,1825.3,5761.0,1.01,286.0049121,45.4803043,FALSE,Super Earths
3405,Kepler-612 b,Transit,3.72215641,0.0452,2.84,8.45,997.09,5693.0,0.96,291.3546278,45.7478551,FALSE,sub-Neptunes
3406,Kepler-613 b,Transit,15.77979614,0.1232,2.29,5.86,66.27,5723.0,0.96,282.7868415,46.2449846,FALSE,sub-Neptunes
3407,Kepler-614 b,Transit,14.03491514,0.1027,2.39,6.3,37.2,5268.0,0.81,298.3848866,46.2759867,FALSE,sub-Neptunes
3408,Kepler-615 b,Transit,10.35584657,0.085,1.74,3.68,19.18,4655.0,0.69,282.4506927,46.3213671,FALSE,Super Earths
3409,Kepler-616 b,Transit,9.99761851,0.0927,2.43,6.48,129.18,5753.0,0.97,294.989137,46.8383058,FALSE,sub-Neptunes
3410,Kepler-616 c,Transit,90.4113556,0.4024,3.41,11.5,6.86,5753.0,0.97,294.989137,46.8383058,FALSE,sub-Neptunes
3411,Kepler-617 b,Transit,1.68269615,0.0219,1.32,2.3,100.3,3712.0,0.48,283.7407247,47.5161237,FALSE,Super Earths
3412,Kepler-618 b,Transit,3.59576964,0.046,2.6,7.27,677.57,5860.0,1.08,286.2498525,48.0609256,FALSE,sub-Neptunes
